docker_images,rewards,exp_names,num_steps,patch_sizes,exit_reasons,p2p_rates,avg_yes_prob,gt_correct
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-18211,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,19,0,token_limit,54,1.8925145980181433e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4966,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2302,abs_step_limit,21,0.6224593312018545,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13328,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,25,637,agent,9,0.8670357563664174,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-22719,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,76,1798,token_limit,68,0.7549149868676284,True
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-10081,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,0,abs_step_limit,63,0.00020342694857709522,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12209,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,70,3589,token_limit,0,0.7772998714925403,True
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-7606,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,3641,abs_step_limit,0,0.8807970779778824,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13028,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,44,3226,agent_max_step_limit,276,0.7772998663336158,True
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-5631,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,99,3076,token_limit,15,0.880797071719777,True
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-14309,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,37,2666,agent,141,0.8354835350552603,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14710,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2751,abs_step_limit,0,0.8175744761936437,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13406,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,54,2642,agent_max_step_limit,32,0.7772998663336158,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15280,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,54,0,token_limit,85,5.14422258072462e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11119,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,47,1875,agent_max_step_limit,7,0.8670357494949105,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-25287,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2702,abs_step_limit,786,0.7981867729389246,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-12096,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,34,1745,agent,43,0.8807970811069351,True
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-7277,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,31,1841,agent,120,0.46879062662624377,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4356,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,97,1637,token_limit,530,0.004609572519094395,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-13453,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,48,924,agent_max_step_limit,9,0.7310585786300049,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-6461,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,43,1457,agent_max_step_limit,247,0.8519527982093666,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16454,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,47,3351,agent_max_step_limit,44,0.7981867729389246,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11555,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,98,1665,token_limit,26,0.5926665999540698,False
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7324,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,0,abs_step_limit,58,0.0004878571122237275,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16100,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,55,5384,agent_max_step_limit,59,0.7981867801399695,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-22714,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,87,1156,token_limit,0,0.012431649492546442,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14580,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,95,5060,token_limit,49,0.7057850278370111,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15741,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,1733,abs_step_limit,104,0.7549149868676284,True
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-5809,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,4027,abs_step_limit,0,0.001501182473463856,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-14248,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,44,5584,token_limit,433,0.037326888950486185,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11163,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,73,2416,token_limit,141,0.8519528000888386,True
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-5787,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,37,3361,token_limit,115,0.0017007225920905237,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16032,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,54,3139,token_limit,77,0.8175744806385543,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-7530,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,42,0,agent_max_step_limit,59,0.0004878571659530668,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-12489,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,89,2468,token_limit,7,0.009708477314190705,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9698,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,624,abs_step_limit,45,0.8175744850834649,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12754,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,81,4052,token_limit,104,0.7310585786300049,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13033,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,20,0,token_limit,26,0.0001233945736288639,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13569,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,94,3509,token_limit,66,0.7310585903489891,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13315,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,56,2931,agent_max_step_limit,146,0.798186775339273,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13810,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2295,abs_step_limit,27,0.7981867825403177,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-20826,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,82,1138,token_limit,47,0.00029595709509428456,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13480,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,54,594,token_limit,43,0.09534947389651462,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11532,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,1737,abs_step_limit,0,0.000804085907896804,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14376,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,62,3220,token_limit,6,0.817574471748733,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24570,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,95,2640,token_limit,267,0.7310585786300049,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13779,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,46,638,agent_max_step_limit,18,0.4073334000459302,True
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-14096,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,6,402,token_limit,426,0.00359360226211529,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15916,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,83,3257,token_limit,149,0.8807970889295664,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13807,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,3075,abs_step_limit,38,0.6791787121629465,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11066,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,3276,abs_step_limit,3,0.8519528000888387,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11433,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,92,3588,token_limit,138,0.7772998663336158,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13142,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,41,2441,max_step_limit,54,0.8933094138654241,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-25747,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,22,2840,agent,14,0.8519528076067262,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-25332,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,41,1707,max_step_limit,181,0.8670357735451834,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8120,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,41,2344,token_limit,44,0.5312093733737563,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-23824,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,43,2076,agent_max_step_limit,2,0.8807970685907242,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8265,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,906,abs_step_limit,22,0.0011695102175951152,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13852,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,1520,abs_step_limit,4,0.8354835371034368,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4687,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,75,1278,token_limit,1415,0.0015011822755828046,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19495,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,42,2455,agent_max_step_limit,8,0.705785040214066,True
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-4661,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,4580,abs_step_limit,0,0.7549149758396752,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11951,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,76,10411,token_limit,21,0.6224593312018546,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13023,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,41,5156,max_step_limit,8,0.4073334000459302,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13417,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,79,0,token_limit,280,6.605217607477225e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-23476,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,62,0,token_limit,104,4.006367779782906e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-14369,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,42,4477,token_limit,732,0.7772998560157665,False
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-6202,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,45,397,token_limit,72,0.05340333130637379,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11749,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2148,abs_step_limit,34,0.8933093996634686,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13878,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,52,4357,token_limit,19,0.009708476696368677,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14434,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,82,2428,token_limit,133,0.8175744806385543,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-3305,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,37,1889,agent,653,0.3486451217982255,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15814,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,37,1523,agent,29,0.8354835411997897,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12276,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,41,2045,max_step_limit,117,0.7549149978955811,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14792,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,592,abs_step_limit,23,0.8670357666736772,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-9288,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,59,3064,token_limit,123,0.8670357735451835,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16255,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,524,token_limit,36,0.9046505248181418,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12858,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,52,1424,token_limit,73,0.5,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13121,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,39,0,token_limit,168,3.12019039027568e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-4970,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,67,2322,token_limit,17,0.0028009273033338623,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12325,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,41,0,token_limit,201,0.00010889694699895794,False
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7982,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,71,8378,token_limit,78,0.22270014398423357,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12708,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,42,4106,agent_max_step_limit,101,0.6791786926816161,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-10614,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,3807,abs_step_limit,5,0.5312093733737563,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-25311,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,50,0,token_limit,181,4.539785774447017e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16136,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,59,1821,token_limit,5,0.1329642281726931,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-24539,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,38,1192,agent,62,0.8670357701094303,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13658,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,1351,abs_step_limit,181,0.8670357563664174,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8459,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,59,906,token_limit,17,0.00020342692283406536,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16145,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,3797,abs_step_limit,155,0.7772998611746912,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-7336,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,14,1372,agent,0,0.817574471748733,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13401,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,45,5635,agent_max_step_limit,31,0.8175744828610095,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-17655,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,1018,abs_step_limit,9,0.8933094081846421,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7757,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,46,4396,token_limit,33,0.7772998611746912,True
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-10356,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,64,3927,agent_max_step_limit,79,0.2689414272294874,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15569,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,51,3183,agent_max_step_limit,242,0.6791786861878392,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12039,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,46,2456,agent_max_step_limit,11,0.8175744761936437,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-8872,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,95,604,token_limit,0,0.0019267346628797368,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9320,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,78,0,token_limit,9,2.4300234924597754e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13212,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,20267,abs_step_limit,0,0.0002611902746529508,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13513,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,12,1114,agent,83,0.11920292202211755,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9229,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,56,2627,agent_max_step_limit,13,0.7549149978955811,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20154,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,61,1902,token_limit,40,0.8519528076067262,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-16766,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,0,abs_step_limit,7,1.0129988561906404e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-14539,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,63,1450,token_limit,46,0.07585818211049714,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9673,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,1695,abs_step_limit,23,0.022977372293497,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-21596,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,76,1921,token_limit,37,0.008577485754267061,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13877,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,10,550,llm_query_error,110,0.37754066879814546,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16315,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,4564,abs_step_limit,42,0.8807970873650401,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13974,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,43,2028,token_limit,4,0.02033235141335831,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24970,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,3719,abs_step_limit,253,0.8807970826714614,True
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-13579,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,40,2813,agent,40,0.3486451353339457,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15375,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2927,abs_step_limit,90,0.32082129433083023,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9602,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,42,942,token_limit,45,0.00015843617834455259,False
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-6528,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,0,abs_step_limit,171,0.00020342694712686694,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14765,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,1635,abs_step_limit,64,0.8354835330070839,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15103,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2974,abs_step_limit,17,0.679178699175393,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13031,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2758,abs_step_limit,9,0.16451645470385742,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4695,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,80,2613,token_limit,840,0.2942149783515162,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15863,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,43,1133,agent_max_step_limit,9,0.8354835432479663,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13512,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,637,abs_step_limit,32,0.6513548714339145,False
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-8898,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,56,5439,token_limit,17,0.7981867753392728,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-7229,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,40,942,agent,270,0.8670357649558006,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15368,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,6,0,token_limit,29,0.0001584362704528386,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14089,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,96,1785,token_limit,43,0.8933093996634686,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24637,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,42,0,token_limit,29,6.605212879670866e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-13033,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,0,abs_step_limit,20,4.0063706490068886e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8595,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,80,929,token_limit,0,0.34864514210180597,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13809,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,3506,abs_step_limit,245,0.7057850402140659,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12193,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,84,5203,token_limit,11,0.8354835452961425,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-7166,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,15,716,agent,0,0.8670357701094304,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11206,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,41,4326,token_limit,4,0.2689414272294874,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12741,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2653,abs_step_limit,67,0.7981867681382279,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12125,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,33,0,token_limit,45,0.00015843617677011157,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-6992,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,18,1208,agent,945,0.8354835371034368,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15809,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,46,770,token_limit,10,0.8354835452961425,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11885,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,67,2427,token_limit,43,0.0003353501827038557,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-10297,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,89,2629,token_limit,28,0.8354835371034368,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-16886,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,10,466,agent,42,0.8175744828610095,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13297,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,5092,abs_step_limit,50,0.13296424019782926,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-6721,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,70,1247,token_limit,1405,0.11920291576401233,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24026,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,1576,abs_step_limit,762,0.006692849540488043,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26466,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,31,1291,agent,100,0.5926665999540698,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-3151,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,44,599,agent_max_step_limit,66,0.9149009578933863,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11099,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2005,abs_step_limit,19,0.8519528000888387,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13372,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,774,abs_step_limit,44,0.8670357718273068,True
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-5414,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,69,0,token_limit,130,6.605212083958431e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11138,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,41,2280,max_step_limit,73,0.817574478416099,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11276,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2015,abs_step_limit,548,0.7772998508568416,True
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-14995,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,67,613,token_limit,179,0.9149009468718409,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15380,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,1990,abs_step_limit,133,0.0005527786588233104,False
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-6028,0.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,30,401,token_limit,185,0.0015011820995140604,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14500,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,89,4706,token_limit,21,0.8807970795424088,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13590,1.0,r2egym-qwen3-32b-rl-step200-seqlen-run4,100,2903,abs_step_limit,145,0.679178699175393,True
