docker_images,rewards,exp_names,num_steps,patch_sizes,exit_reasons,p2p_rates,avg_yes_prob,gt_correct
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11141,0.0,r2egym-qwen3-rl-100-steps-attempt-8,54,2767,token_limit,23,0.7549149978955811,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13089,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,33,4303,agent,352,0.8519528038477824,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-18199,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,32,2025,agent,113,0.8519528076067262,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15561,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2177,abs_step_limit,141,0.7981867825403176,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16116,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,765,abs_step_limit,137,0.3486451285660856,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-14976,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,91,2511,token_limit,13,0.7981867753392728,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14053,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,26,2466,agent,5,0.8807970889295664,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16901,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,841,abs_step_limit,0,0.0009110509900496889,False
slimshetty/swebench-verified:sweb.eval.x86_64.pallets__flask-5014,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,33,2020,agent,59,0.8670357546485407,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16662,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2710,abs_step_limit,51,0.7981867729389246,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16612,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,3304,abs_step_limit,335,0.7772998611746912,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-23262,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,32,863,agent,52,0.8670357615200474,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7454,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,96,4480,token_limit,27,0.025957355408212587,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-12907,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,46,4245,agent_max_step_limit,13,0.880797071719777,True
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-8707,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,68,0,token_limit,4,0.00010889693501231765,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11299,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4394,abs_step_limit,102,0.6224593382055109,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11333,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1863,abs_step_limit,2,0.6513548782017745,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11490,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,91,1786,token_limit,22,0.6791787056691698,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-26194,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4766,abs_step_limit,186,0.7549149813536518,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15278,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,97,2206,token_limit,138,0.43782349911420193,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16560,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,93,5142,token_limit,66,0.00757724169856896,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14140,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,38,5754,agent,199,0.8354835350552604,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4629,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,9,505,agent,32,0.9241418205010699,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11603,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,98,2459,token_limit,58,0.5,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19783,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,810,abs_step_limit,0,0.0010322310422768188,False
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-7080,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,97,3772,token_limit,121,0.01406362772766476,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-16597,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,13,658,agent,74,0.8175744739711883,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15382,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4315,abs_step_limit,161,0.5926665999540697,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14752,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,57,4919,agent_max_step_limit,15,0.7549149868676284,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11551,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,72,6553,token_limit,119,0.798186768138228,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-3677,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,31,1289,agent,21,0.8670357512127872,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9281,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,42,538,agent_max_step_limit,38,0.18242551936144577,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14349,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,33,2308,agent,18,0.7057850216484838,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15022,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,4651,max_step_limit,56,0.7549149923816048,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4094,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,45,569,token_limit,862,0.7981867705385762,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24870,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,3029,max_step_limit,65,0.6513548714339145,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-24066,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,55,2372,agent_max_step_limit,30,0.1192029188930649,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11211,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2714,abs_step_limit,76,0.017986213054631096,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12419,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,30,3425,agent,0,0.24508500761839527,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-11618,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,26,3512,agent,4,0.8933094103149354,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20438,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,81,0,token_limit,93,0.000487857052278481,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13551,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,63,2448,token_limit,15,0.14804719051380197,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14672,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,3327,abs_step_limit,0,0.7772998508568416,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14155,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,46,5110,agent_max_step_limit,89,0.6513548646660542,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7985,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,90,3816,token_limit,0,0.000626334073071042,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-16450,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1437,abs_step_limit,38,0.7981867729389246,True
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-1724,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,66,2908,token_limit,79,0.7057850278370112,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-13989,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,42,3847,agent_max_step_limit,411,0.7981867849406659,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13670,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,44,4290,agent_max_step_limit,17,0.8807970701552505,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14771,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2693,abs_step_limit,60,0.6224593382055109,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16256,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,54,0,token_limit,53,0.00048785711148576513,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15499,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,31,2106,agent,35,0.8354835309589074,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15277,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,30,3383,agent,158,0.8175744806385542,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13933,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,3398,abs_step_limit,19,0.5312093733737562,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-10908,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,22,1283,agent,47,0.754914997895581,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-14711,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,96,441,token_limit,2,0.867035763237924,True
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-10051,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,38,1877,agent,15,0.7057850154599562,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13128,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,50,2314,agent_max_step_limit,127,0.7549149813536518,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14011,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,70,3597,agent_max_step_limit,2,0.18242552825126707,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14855,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,81,4471,token_limit,325,0.8175744828610095,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13124,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,36,1988,token_limit,58,0.007577242332375306,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14034,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1864,abs_step_limit,12,0.8519527963298946,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-9296,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,499,abs_step_limit,20,0.8175744761936437,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-24443,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,53,3824,token_limit,0,0.0024726229217546963,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8548,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,53,3280,agent_max_step_limit,5,0.015906395210617815,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13439,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,11,416,agent,40,0.8933094124452287,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19040,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,59,754,token_limit,146,0.004609573123753657,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13496,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,20,2306,agent,19,0.060086655223377576,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11133,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2392,abs_step_limit,64,0.8175744739711883,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-7233,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,32,3249,agent,189,0.8519528057272543,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-22914,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,49,669,token_limit,17,0.8175744850834648,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15128,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4693,abs_step_limit,282,0.3775406617944891,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-11578,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,36,2800,agent,93,0.7549149868676283,True
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-2931,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,43,2837,token_limit,84,0.7057850340255386,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14539,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,48,2569,token_limit,14,0.7772998611746912,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-23412,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,0,abs_step_limit,46,0.00015843615972096768,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14351,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,67,2700,token_limit,57,0.40733340004593027,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19637,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,39,419,token_limit,40,0.8670357477770336,True
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-4604,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2607,abs_step_limit,0,0.8175744717487329,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14373,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,26,1263,agent,19,0.8933094131553264,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11292,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,89,1829,agent_max_step_limit,31,0.7310585844894971,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14983,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,86,518,token_limit,105,0.0028009271882280915,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11815,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,59,2136,token_limit,44,0.012431651047562883,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16877,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,797,abs_step_limit,0,0.5312093733737563,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13820,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4159,abs_step_limit,24,0.5926665999540698,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9711,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,52,2269,agent_max_step_limit,0,0.047425872840974444,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26342,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,37,0,token_limit,81,0.0004305570844685066,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-23413,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,17,932,agent,2,0.7772998560157665,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13344,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,53,0,token_limit,356,0.0010322311591991636,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-25102,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,60,5674,token_limit,59,0.6224593382055109,True
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-1921,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,43,2120,agent_max_step_limit,107,0.8519528000888386,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-23314,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,58,2258,agent_max_step_limit,862,0.7981867825403176,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11740,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,73,2350,token_limit,109,0.679178692681616,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15987,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,81,3076,token_limit,52,0.7057850278370112,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-10844,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,16,633,agent,16,0.8933094053442511,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4075,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,51,3589,token_limit,6,0.060086650805178846,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12273,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,96,5283,token_limit,27,0.0007096702542528069,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26291,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,23,903,agent,49,0.8670357563664174,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12965,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,46,4152,token_limit,21,0.014063624111865123,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15104,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,3314,abs_step_limit,131,0.8519527963298946,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-3095,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,72,0,token_limit,253,0.0006263342295576979,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20801,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,72,0,token_limit,96,0.00020342699604395967,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12663,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,85,2916,token_limit,135,0.7549149868676284,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-13236,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2176,abs_step_limit,644,0.02595735484308074,False
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-2317,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,1825,max_step_limit,133,0.8670357580842941,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-10973,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,76,5616,token_limit,0,0.6513548646660543,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8056,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,39,1303,token_limit,31,0.005220125381620756,False
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7490,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,23,1176,agent,77,0.4378234991142018,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16950,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,62,6850,token_limit,3,0.0021827165300298823,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20916,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,919,abs_step_limit,1,0.005220126665643255,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15345,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,0,abs_step_limit,8,0.0002959570267062395,False
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7236,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,2626,max_step_limit,50,0.06754669207816587,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14894,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,5980,max_step_limit,85,0.8807970873650401,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12143,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4097,abs_step_limit,52,0.817574471748733,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12304,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,70,2226,token_limit,17,0.02595735554949555,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13135,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,33,3281,agent,33,0.8933094074745443,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8721,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2058,abs_step_limit,3,0.7549149813536518,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15467,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,54,2701,agent_max_step_limit,62,0.6224593312018546,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16819,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,51,5135,agent_max_step_limit,38,0.006692851605348267,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24177,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,810,abs_step_limit,768,0.0005527787329478894,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11880,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1546,abs_step_limit,114,0.8354835350552604,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-6938,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,34,1542,agent,430,0.8175744695262775,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15098,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,77,2894,token_limit,87,0.7549149923816048,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12713,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,39,3936,agent,58,0.8670357632379241,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-25960,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,78,2582,token_limit,131,0.6791787056691698,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-10449,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,50,3445,agent_max_step_limit,30,0.7310585727705127,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-25973,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,66,2078,token_limit,72,0.01243165312854107,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16502,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,68,0,token_limit,4,0.0001584362731176335,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15268,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,59,2142,token_limit,126,0.5926665999540698,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20428,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,44,1195,agent_max_step_limit,154,0.1824255304737224,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14493,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,42,2245,agent_max_step_limit,36,0.8519527982093666,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15957,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2293,abs_step_limit,49,0.20181322946142374,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13158,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,97,2642,token_limit,29,0.0007096705278496096,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8593,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,30,906,token_limit,1,0.00037998443499147176,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-14623,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,60,1128,agent_max_step_limit,400,0.7772998663336157,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-23950,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,68,0,token_limit,4,0.0004305570833036384,False
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7432,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,44,2815,agent_max_step_limit,77,0.6224593312018545,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12406,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,58,2238,token_limit,155,0.7772998611746912,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15017,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,63,3468,agent_max_step_limit,14,0.7981867729389246,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13837,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,28,2574,agent,57,0.2942149783515162,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-10880,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,34,1711,agent,54,0.8933094060543487,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11477,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2728,abs_step_limit,0,0.0028009271583135983,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13568,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,71,2510,token_limit,12,0.7549149813536518,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15127,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,33,1962,agent,1,0.8354835371034368,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14710,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,48,1606,agent_max_step_limit,0,0.7772998714925403,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14087,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,30,2026,agent,170,0.06754669348597103,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14238,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1887,abs_step_limit,39,0.817574478416099,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-12682,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,38,2354,agent,66,0.5621765008857982,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13798,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,0,abs_step_limit,102,0.0001398220738753715,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-21568,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,36,2246,agent,73,0.014063629109417008,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-21930,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1923,abs_step_limit,45,0.7981867753392728,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13279,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,3121,abs_step_limit,346,0.7310585844894971,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-12419,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,880,abs_step_limit,0,0.001501182579558822,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8551,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,27,1413,agent,32,0.01098694176027622,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-7671,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,1723,max_step_limit,0,0.7981867825403176,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16938,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4142,token_limit,65,0.7549149978955811,False
