docker_images,rewards,exp_names,num_steps,patch_sizes,exit_reasons,p2p_rates,avg_yes_prob,gt_correct,regression_pass_count
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8548,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,53,3280,agent_max_step_limit,5,0.2942149659744614,False,4
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13439,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,11,416,agent,40,0.8175744806385542,True,41
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19040,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,59,754,token_limit,146,0.0066928524319116,False,146
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13496,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,20,2306,agent,19,0.5926665999540698,True,19
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11133,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2392,abs_step_limit,64,0.8807970764133561,True,53
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-7233,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,32,3249,agent,189,0.8354835309589073,True,189
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-22914,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,49,669,token_limit,17,0.8807970732843033,True,18
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15128,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4693,abs_step_limit,282,0.2942149845400437,False,282
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-11578,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,36,2800,agent,93,0.8175744828610095,True,89
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-2931,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,43,2837,token_limit,84,0.2942149597859341,False,85
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14539,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,48,2569,token_limit,14,0.8354835452961425,True,16
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-23412,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,0,abs_step_limit,46,3.5356242236570075e-05,False,46
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14351,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,67,2700,token_limit,57,0.5,False,57
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19637,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,39,419,token_limit,40,0.9046505318875316,True,41
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-4604,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2607,abs_step_limit,0,0.8807970826714614,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14373,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,26,1263,agent,19,0.8354835432479663,True,19
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11292,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,89,1829,agent_max_step_limit,31,0.7549149923816048,True,31
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14983,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,86,518,token_limit,105,0.0017007227654326,False,105
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11815,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,59,2136,token_limit,44,0.0124316480518696,True,44
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16877,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,797,abs_step_limit,0,0.5926665999540698,True,0
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13820,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4159,abs_step_limit,24,0.7057850340255386,True,25
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9711,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,52,2269,agent_max_step_limit,0,0.2942149783515163,True,1687
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26342,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,37,0,token_limit,81,5.144220744171262e-05,False,81
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-23413,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,17,932,agent,2,0.8354835391516133,False,2
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13344,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,53,0,token_limit,356,0.0001233945743272,False,356
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-25102,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,60,5674,token_limit,59,0.7981867777396212,True,59
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-1921,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,43,2120,agent_max_step_limit,107,0.8354835350552603,True,117
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-23314,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,58,2258,agent_max_step_limit,862,0.851952809486198,True,863
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11740,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,73,2350,token_limit,109,0.7310585669110203,True,109
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15987,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,81,3076,token_limit,52,0.7549149923816048,True,53
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-10844,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,16,633,agent,16,0.8670357529306639,True,17
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4075,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,51,3589,token_limit,6,0.0600866468077612,False,6
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12273,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,96,5283,token_limit,27,0.0001398221059781,False,27
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26291,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,23,903,agent,49,0.8519528057272543,False,49
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12965,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,46,4152,token_limit,21,0.0035936018177564,False,22
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15104,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,3314,abs_step_limit,131,0.8175744761936438,True,131
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-3095,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,72,0,token_limit,253,8.481103096382608e-05,False,242
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20801,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,72,0,token_limit,96,3.1201911328358685e-05,False,96
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12663,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,85,2916,token_limit,135,0.7772998611746911,False,135
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-13236,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2176,abs_step_limit,644,0.5312093733737563,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-2317,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,1825,max_step_limit,133,0.7981867825403177,True,0
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-10973,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,76,5616,token_limit,0,0.8354835432479661,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8056,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,39,1303,token_limit,31,0.0140636291610713,False,30
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7490,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,23,1176,agent,77,0.7549149813536518,False,77
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16950,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,62,6850,token_limit,3,0.0021827168900666,False,3
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20916,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,919,abs_step_limit,1,0.1066906031769227,False,2
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15345,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,0,abs_step_limit,8,4.006368736715354e-05,False,9
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7236,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,2626,max_step_limit,50,0.2018132246607271,False,49
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14894,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,5980,max_step_limit,85,0.8807970842359877,True,85
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12143,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4097,abs_step_limit,52,0.7981867705385762,True,52
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12304,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,70,2226,token_limit,17,0.0758581768873632,True,17
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13135,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,33,3281,agent,33,0.8807970826714614,True,34
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8721,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2058,abs_step_limit,3,0.7981867873410141,True,2
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15467,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,54,2701,agent_max_step_limit,62,0.651354857898194,True,62
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16819,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,51,5135,agent_max_step_limit,38,0.3486451421018059,False,38
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24177,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,810,abs_step_limit,768,0.0010322308732556,False,768
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11880,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1546,abs_step_limit,114,0.8519528000888386,True,114
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-6938,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,34,1542,agent,430,0.8670357718273068,False,430
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15098,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,77,2894,token_limit,87,0.7981867849406659,False,88
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12713,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,39,3936,agent,58,0.817574478416099,True,58
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-25960,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,78,2582,token_limit,131,0.7549149758396752,False,131
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-10449,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,50,3445,agent_max_step_limit,30,0.6791786926816161,True,30
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-25973,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,66,2078,token_limit,72,0.1645164588002102,False,72
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16502,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,68,0,token_limit,4,1.147876675466972e-05,False,4
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15268,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,59,2142,token_limit,126,0.6513548511303336,False,126
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20428,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,44,1195,agent_max_step_limit,154,0.7549149923816048,False,154
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14493,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,42,2245,agent_max_step_limit,36,0.7310585903489891,True,36
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15957,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2293,abs_step_limit,49,0.2450850076183952,False,49
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13158,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,97,2642,token_limit,29,0.0002959570582136,False,29
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8593,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,30,906,token_limit,1,0.000295957130158,False,3
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-14623,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,60,1128,agent_max_step_limit,400,0.7549149813536518,True,401
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-23950,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,68,0,token_limit,4,5.8291272379732106e-05,False,5
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7432,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,44,2815,agent_max_step_limit,77,0.679178699175393,True,76
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12406,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,58,2238,token_limit,155,0.8175744828610095,False,155
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15017,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,63,3468,agent_max_step_limit,14,0.7772998714925403,True,14
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13837,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,28,2574,agent,57,0.5621765008857981,True,55
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-10880,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,34,1711,agent,54,0.8354835391516132,False,54
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11477,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2728,abs_step_limit,0,0.0019267345079622,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13568,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,71,2510,token_limit,12,0.817574471748733,False,12
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15127,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,33,1962,agent,1,0.7772998560157665,False,1
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14710,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,48,1606,agent_max_step_limit,0,0.7772998714925403,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14087,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,30,2026,agent,170,0.3486451285660856,False,170
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14238,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1887,abs_step_limit,39,0.8670357477770336,True,40
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-12682,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,38,2354,agent,66,0.7310585727705126,False,66
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13798,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,0,abs_step_limit,102,3.535626333281696e-05,False,104
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-21568,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,36,2246,agent,73,0.320821300824607,False,76
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-21930,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1923,abs_step_limit,45,0.8354835289107307,False,50
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13279,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,3121,abs_step_limit,346,0.5621765008857981,False,346
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-12419,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,880,abs_step_limit,0,0.0010322312525929,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8551,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,27,1413,agent,32,0.7981867753392728,False,32
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-7671,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,1723,max_step_limit,0,0.7772998663336158,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16938,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,4142,token_limit,65,0.7981867705385762,False,88
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-11510,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1121,abs_step_limit,7,0.0019267349543575,False,7
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-22865,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,88,1827,token_limit,0,0.0001795280071921,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15731,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,29,1891,agent,58,0.7310585727705127,True,57
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15563,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,92,5173,token_limit,29,0.1192029235866439,True,29
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14608,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,1969,max_step_limit,394,0.8933094046341532,True,397
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16527,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1806,abs_step_limit,6,0.7772998663336157,True,6
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-24562,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,24,426,agent,105,0.8933094003735663,True,105
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16631,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,97,1387,token_limit,12,0.8519527963298947,False,12
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-5840,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,13,617,agent,51,0.8354835289107307,False,52
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15732,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2520,abs_step_limit,125,0.6791787056691698,False,124
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15875,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,49,828,agent_max_step_limit,80,0.8354835391516133,False,81
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16595,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,28,3770,agent,37,0.8519528076067262,True,37
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7440,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,906,abs_step_limit,12,0.0001584362916559,False,13
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7571,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,29,834,agent,14,0.8519528019683106,True,14
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-13398,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,33,3590,agent,63,0.7310585903489891,False,63
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13794,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,43,2027,agent_max_step_limit,20,0.7981867849406659,False,20
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14404,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,95,3971,token_limit,323,0.119202928280223,False,323
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-10999,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,25,555,agent,10,0.3775406687981454,False,12
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-24213,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,42,4726,agent_max_step_limit,31,0.8807970670261976,True,31
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11095,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,69,3900,agent_max_step_limit,19,0.7549149978955811,True,19
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9230,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,3769,abs_step_limit,44,0.867035771827307,False,45
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11999,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1494,abs_step_limit,30,0.0035936027414893,False,30
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-2905,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,91,1612,token_limit,364,0.731058584489497,True,365
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-7393,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,77,0,token_limit,71,0.0001584362344965,False,71
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8475,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,43,2847,agent_max_step_limit,17,0.8354835391516133,True,17
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-14182,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,65,2028,token_limit,0,0.0097084777618878,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-6599,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,38,4936,token_limit,263,0.5,False,263
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13786,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,5315,max_step_limit,33,0.8175744828610095,True,33
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-12973,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,57,3186,token_limit,31,0.0600866545922063,False,30
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13516,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,829,abs_step_limit,43,0.0052201262980887,False,43
slimshetty/swebench-verified:sweb.eval.x86_64.mwaskom__seaborn-3187,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,1164,abs_step_limit,248,0.5,False,249
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7521,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,43,864,agent_max_step_limit,125,0.8670357701094303,True,124
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16899,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,62,2877,token_limit,54,0.8807970779778824,True,54
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12155,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,98,4399,token_limit,6,0.8807970795424088,True,7
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-8399,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,78,1330,token_limit,59,0.7057850278370112,True,59
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26208,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,63,1006,token_limit,810,0.006692850332998,False,810
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16801,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2364,abs_step_limit,17,0.817574471748733,True,17
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-20676,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,39,0,token_limit,32,3.1201911361276113e-05,False,32
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-10323,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,24,3855,agent,38,0.7981867825403177,False,38
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-10673,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,3299,abs_step_limit,9,0.880797071719777,False,9
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14122,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,64,0,token_limit,26,6.605213667550255e-05,False,26
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7462,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,44,1083,agent_max_step_limit,49,0.7981867849406659,False,50
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11087,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,57,0,token_limit,41,3.535625910672396e-05,False,41
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-4661,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,90,2374,token_limit,0,0.7549149813536518,False,50
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14170,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,100,2160,abs_step_limit,0,0.0017007222847394,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8621,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,33,4438,token_limit,31,0.2227001439842335,True,32
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9461,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,78,2705,token_limit,59,0.5312093733737563,False,61
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-22871,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,4690,max_step_limit,77,0.4378234991142019,False,78
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13112,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,63,0,token_limit,63,6.605212081843964e-05,False,63
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-1766,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,22,617,agent,79,0.5926665999540698,True,89
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13925,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,62,0,token_limit,24,7.484623593296888e-05,False,22
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24627,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,41,964,max_step_limit,776,0.8670357580842941,True,776
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-10466,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,43,1925,agent_max_step_limit,6,0.7981867753392728,False,6
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16139,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,91,6695,token_limit,0,0.7772998714925403,False,84
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16493,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,28,2380,agent,91,0.867035771827307,True,91
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-22719,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,42,3139,agent_max_step_limit,68,0.5926665999540698,True,64
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14629,0.0,r2egym-qwen3-rl-100-steps-1-attempt-4,57,2917,agent_max_step_limit,26,0.6513548782017745,False,24
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-20859,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,55,1624,agent_max_step_limit,88,0.8519527982093666,True,89
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11179,1.0,r2egym-qwen3-rl-100-steps-1-attempt-4,46,3957,agent_max_step_limit,40,0.8175744828610095,True,40
